ssp,CODE,gs_tmax_mean_diff,gs_tmin_mean_diff,gs_tmean_mean_diff,gs_hum_mean_diff,gs_vpd_mean_diff,gs_prep_total,ngs_tmax_mean_diff,ngs_tmin_mean_diff,ngs_tmean_mean_diff,ngs_hum_mean_diff,ngs_vpd_mean_diff,ngs_prep_total
SSP245,140781,1.9343947402409145,2.1102815083095012,2.022338117871966,0.8963264350891115,0.09839961871079032,62.577416754194665,1.9679779976906688,2.2163979701552083,2.0921879909981196,0.9575682833976271,0.06509414015897609,22.10189157138978
SSP245,140425,1.8365465507507321,2.0593661726261008,1.947956355127795,0.7321490741598196,0.045679055822306636,98.22271088073994,1.981033534003457,2.1789364786273606,2.0799850052323086,0.916527718770383,0.04712679212981406,21.478372760759346
SSP245,140726,1.896712282848358,2.0875851535320282,1.9921487028121954,1.083752214050293,0.06699125931262968,60.710545399785055,1.9595155959307407,2.2051478269436546,2.082331714986271,1.0572602719192188,0.054772360149879136,19.53821183554828
SSP245,410322,1.8913963241577147,2.0997881185091463,1.995592238793006,0.24338525742750902,0.1740201632793133,65.64377808112364,1.9823425986536236,2.1682702905067117,2.0753064464731334,0.7259092793615337,0.09527461581762091,28.079305529594418
SSP245,640106,2.2284056144127478,2.34188752746582,2.285146588839018,0.586594470684345,0.23781415191063512,12.70527710364415,1.9765287581397215,2.295239751345808,2.135884262638049,1.1890695808111116,0.08660060437940155,7.474063623410003
SSP245,620822,2.047208350681123,2.005343997841789,2.0262761655989148,-0.13660177612304691,0.15581897871834888,20.960623615582783,2.0239998405591577,2.3344628263574783,2.1792313308279776,0.5795714270892748,0.08503221689160238,17.03279447307189
SSP245,640302,2.067439684035286,2.1429965582726496,2.1052181212107337,0.548392555448744,0.1758980335839211,10.560950158039727,2.032571931351837,2.372861450236573,2.2027166888659915,1.1812008276332677,0.08244254428640574,8.947279674145909
SSP245,141124,2.034012813851853,2.171019855341636,2.1025163228058616,0.9499513398477852,0.11729469393107511,51.40599638075867,1.9804771493309536,2.2438693033202157,2.1121732247455847,0.9719533833623125,0.07099865059748395,24.14518009039981
SSP245,141002,1.9505470655791612,2.109786921987728,2.030166975527394,0.649816346460459,0.1505307362420218,54.13339019794854,1.969997285120836,2.211765031122477,2.090881152958175,0.9225885796803341,0.08789734575556436,24.313266954251695
SSP245,410302,1.8948664805094402,2.1021080067952473,1.998487299601237,0.1915185852050781,0.18479579257965087,68.6948676109314,1.9875205634870305,2.1659291049421743,2.076724817149372,0.6878224105096292,0.1011333588412853,30.40650280316671
SSP245,610404,2.022862734681084,1.9879370519093105,2.005399898120335,-0.27413469666526435,0.21092275012107123,19.68612629175186,2.0465537352284144,2.3100076724821834,2.1782806993058297,0.39119184650151073,0.11439365011181096,20.20157220773399
SSP245,610821,2.104974400443167,2.2311552389200453,2.168064818842125,0.8970771845351531,0.12850013128299154,57.90126642459418,1.9905768321454944,2.259713022932907,2.1251449268820766,0.9646273389134296,0.06563975225017156,25.870247179732736
SSP245,140725,1.878237944634406,2.0920627967708714,1.9851503675272177,1.2893534383249807,0.060646186907212775,63.69507823671614,1.9483788780537499,2.205915903877687,2.0771473930611624,1.1535094386276405,0.050087701176456605,14.541426651097913
SSP245,610526,2.0029387189093084,1.9885865334385917,1.9957626202560605,-0.029161016373407265,0.21882274234578725,25.7954378341635,2.026325261997262,2.3209814657064314,2.173653364339761,0.6066493192605211,0.11766538897578692,29.723437350740035
SSP245,150627,2.157284262648872,2.279411233014645,2.2183477435899817,0.8419628064362898,0.14040005028973454,50.64456734657287,1.9927607518444201,2.2626054549182815,2.1276831042480535,0.97724398016478,0.0637908683321266,19.88295805706926
SSP245,622923,2.065772557894389,2.0405074746835803,2.0531400189853852,-0.007184752055576889,0.12573297978866665,15.582767947912213,2.0595833847867353,2.320424379908581,2.1900038817146887,0.7201144948751174,0.068265159183723,9.294015987614788
SSP245,140311,1.8512887303278995,2.0888099591915426,1.9700493571941669,1.3933998583280123,0.06719002778713518,75.03928293631628,1.9396018990494746,2.202185202379254,2.0708935514943803,1.2099760669205388,0.050668681755619116,14.917260233026283
SSP245,610602,2.04991308528819,2.188508335898108,2.1192107097815116,0.45058127426255673,0.13258585898757824,33.44320823495269,1.9703334799572305,2.2561074347553705,2.1132204597558517,0.8707102838186584,0.07061942558127057,24.577626632618983
SSP245,411222,1.9547455966472627,2.11185686147213,2.0333012516498568,0.00045431447029113415,0.15200724326819182,50.60880098491907,1.99767966581609,2.1781667576662236,2.0879232048895595,0.6337194840937729,0.08565337723797316,24.874574405606836
SSP245,620111,2.064798230515387,2.0554910693849835,2.060144645379002,0.07159276438834973,0.14184814469706736,16.44231720660862,2.055969942265685,2.326069093716661,2.1910195174636984,0.7854278930465066,0.07596131013537148,10.449609483151058
SSP245,140303,1.8477086486816405,2.0862610435485838,1.9669848022460938,1.3946220245361327,0.08426139688491817,73.17008411884308,1.9417418355269056,2.2009913189282555,2.0713665940454886,1.2326313509486029,0.05876550987301028,14.355352967977524
SSP245,140429,1.8695522202991302,2.0723259544069808,1.9709390878223239,1.0304525768946087,0.07121577780587329,75.4534168366402,1.9667163231403768,2.1949149512462616,2.0808156342293787,1.0354619130137912,0.0620941257678786,21.49499241558332
SSP245,621121,2.069531856408708,2.001940137920022,2.035736001288342,-0.12219426556880474,0.12028747408427566,17.882924917895913,2.035303583088997,2.3115920616408525,2.1734478246089273,0.6421759531597012,0.07281198680319263,13.559823343404013
SSP245,140227,2.01977152928439,2.1530677772146287,2.0864196508003,1.234220475861521,0.10083988322633682,42.39667803952189,1.9336998849174112,2.1714746767464606,2.052587285538552,1.2052183704647226,0.051848431433426025,18.069083420616206
SSP245,140928,2.050691326335325,2.171743380999161,2.1112173453832073,1.12611531247931,0.09238307606567767,60.539893736273555,1.9767051503681603,2.245013601191898,2.11085937412842,1.0117775404433995,0.055170239293683816,26.821225535061394
SSP245,140181,1.9573820423063686,2.121448575645196,2.039415327853844,1.1438712928646901,0.07451426475556168,51.24867873113663,1.9637234552434801,2.223702940630447,2.0937132006575077,1.0467266594339457,0.051516057525211933,19.925398396908257
SSP245,620502,2.0472950091222666,1.959840381116449,2.0035677033972425,-0.30880975878083855,0.11408659565177826,18.06161702017892,2.0190356667194744,2.265673905179468,2.1423547900164213,0.5422197064371331,0.06949728360955545,15.623696636112234
SSP245,620623,2.06013630011252,2.0993383433137622,2.079737330334527,0.3139187233788627,0.10118653880698336,20.576685398817062,2.0429015928401357,2.3349983462717683,2.1889499644790074,0.9550393165740292,0.053526493873183395,20.70051141269505
SSP245,621125,2.05566339020885,1.9752316852034475,2.0154475418199977,-0.26511425537004324,0.09692780670682653,19.722828891262946,2.034119589672705,2.2852220505790575,2.159670813351326,0.554344598209061,0.06020727912318553,14.41473747788757
SSP245,620821,2.043995995823059,2.015667371629831,2.029831689693889,-0.03344863672725495,0.16038994907774462,23.285574741050844,2.017411165558754,2.331101617004777,2.1742563831188777,0.6685524917939015,0.08641449915455675,17.310809505889644
SSP245,141182,1.9606124353214183,2.127720822626231,2.044166617101553,0.9870850967095823,0.12666165407336485,58.60333334669775,1.970185187539498,2.226018114794178,2.098101659565697,0.9813335089853528,0.07885030464873563,22.324798659402497
SSP245,621023,2.0261875986037894,2.059894586274843,2.043041092777658,0.32584615732660355,0.137637628476746,23.955847161100397,2.002616789404829,2.332610421112817,2.1676136104916517,0.9315036560064851,0.06706367683294141,19.73937774617348
SSP245,140122,1.9287238300496883,2.111424643234773,2.0200742349191145,1.2172879132357515,0.05971031460436904,60.75079693848436,1.9517728475659175,2.2170828869998433,2.08442787068356,1.0991353769205237,0.0443055245936442,16.56765389002182
SSP245,141127,2.0180090397068713,2.152728391412829,2.0853687346411536,1.092930359387007,0.09114147383658609,55.35999879680696,1.9759651447070652,2.2387080271222484,2.1073365839117524,1.0072763140822227,0.05609399366470816,24.606096555952167
SSP245,140826,1.9353754600318702,2.1034645459974137,2.019419990745751,0.42037164760280293,0.12717201352763816,48.5806834987692,1.9748667336317727,2.1952948085098933,2.0850807656698516,0.8426240380066745,0.07413583948123714,26.81987783473891
SSP245,419001,1.8876512559000656,2.094708676249186,1.9911799761962892,0.37086026916503917,0.1792296709696451,74.21563083012899,1.970698798095207,2.1748059142641676,2.0727523555465424,0.8159942153149787,0.10067142152357558,26.753908421347536
SSP245,621002,2.035478299815639,2.02689920550301,2.0311887580521253,0.09510852074136539,0.15456552506506846,24.27470576479321,2.0084655974743186,2.325786847393572,2.16712621947004,0.7700159552727277,0.08248409561049917,19.5206974837042
SSP245,621025,2.0283671944229686,2.020327124488417,2.024347161458283,-0.010633709064867108,0.15362049800062932,25.119778900234785,2.013971425175315,2.335308865909301,2.1746401506168103,0.6725704519133691,0.08001269525272924,19.314959053708996
SSP245,610422,2.0201441328246874,1.9947274820371108,2.0074358156749184,-0.19495182532768743,0.2220061917777185,22.03347607363354,2.036103611402903,2.31933183926109,2.1777177069423095,0.4799534342313906,0.12095371523477906,22.562769480726935
SSP245,622927,2.05985099256729,2.01868485355009,2.0392679188702556,-0.10069438757583443,0.11818003351278743,18.020325346572978,2.072640645478337,2.3149896928266713,2.1938151642199024,0.5798585922972945,0.06810786050900944,10.486057706579967
SSP245,621021,2.0316726492944164,2.0406493650259416,2.036161006563337,0.23139397846522414,0.1516907335600961,23.116844483068057,2.0010108688108166,2.320221782539118,2.160616326766889,0.8841625164247469,0.07912396542286121,17.84583857794788
