PROVINCE,ME,Year,CODE,A_ha,pro_t,Yield_t_ha,data_completeness_ratio,data_quality,total_days_available,expected_days,missing_days,gs_tmax_mean,gs_tmin_mean,gs_tmean_mean,gs_dtr_mean,gs_hum_mean,gs_vpd_mean,gs_prep_total,gs_days,gs_valid_ratio,ngs_tmax_mean,ngs_tmin_mean,ngs_tmean_mean,ngs_dtr_mean,ngs_hum_mean,ngs_vpd_mean,ngs_prep_total,ngs_days,ngs_valid_ratio,planting_day,harvest_day
14,沁县,2005,140430,13980,102582,7.33776824,1,excellent,365,365,0,28.5928,14.9048,21.3352,13.688,67.424,0.856869966,341.9,125,0.342465753,10.96666667,-4.319379845,2.711627907,15.28604651,50.13953488,0.498369195,26,129,0.353424658,130,254
14,沁县,2006,140430,13840,92992,6.719075145,1,excellent,365,365,0,26.9632,15.3752,20.9184,11.588,72.096,0.703610066,356.1,125,0.342465753,12.03643411,-2.584496124,4.110077519,14.62093023,54.55813953,0.484379006,46.8,129,0.353424658,130,254
14,沁县,2007,140430,14400,74268,5.1575,1,excellent,365,365,0,27.4656,15.1456,20.9568,12.32,69.104,0.786444677,530.9,125,0.342465753,12.43333333,-2.637209302,4.086046512,15.07054264,55.0620155,0.470807552,70.9,129,0.353424658,130,254
14,沁县,2008,140430,16329,107446,6.580072264,1,excellent,366,366,0,27.228,14.1144,20.3776,13.1136,68.376,0.763297489,174.8,125,0.341530055,9.957364341,-4.185271318,2.272093023,14.14263566,60.55813953,0.370383381,106,129,0.352459016,130,254
14,沁县,2009,140430,16664,107189,6.432369179,1,excellent,365,365,0,27.5304,14.648,20.6584,12.8824,60.936,1.004573332,336.4,125,0.342465753,12.34573643,-2.671317829,3.960465116,15.01705426,48.41085271,0.503225115,52.5,129,0.353424658,130,254
14,沁县,2010,140430,17366,120747.5,6.953098008,1,excellent,365,365,0,27.5656,15.6264,21.0376,11.9392,64.528,0.913158652,400.6,125,0.342465753,9.785271318,-3.331007752,2.358914729,13.11627907,53.43410853,0.408383578,71,129,0.353424658,130,254
14,沁县,2011,140430,20403,146051.5,7.158334559,1,excellent,365,365,0,26.8312,14.8168,20.3728,12.0144,65.528,0.849950607,388.6,125,0.342465753,10.3248062,-5.674418605,1.557364341,15.99922481,41.23255814,0.51090538,50.7,129,0.353424658,130,254
,,2012,140430,,,,1,excellent,366,366,0,26.812,14.7368,20.4112,12.0752,68.696,0.75656887,355,125,0.341530055,10.16356589,-4.135658915,2.210077519,14.29922481,55.04651163,0.42326092,42.5,129,0.352459016,130,254
,,2013,140430,,,,1,excellent,365,365,0,28.1648,15.9544,21.6144,12.2104,65.096,0.912005927,556.3,125,0.342465753,12.89612403,-3.508527132,3.643410853,16.40465116,48.56589147,0.510540991,37,129,0.353424658,130,254
,,2014,140430,,,,1,excellent,365,365,0,27.5928,14.7592,20.588,12.8336,66.736,0.818559223,430.3,125,0.342465753,12.41472868,-2.506976744,4.023255814,14.92170543,53.35658915,0.435459351,82,129,0.353424658,130,254
,,2015,140430,,,,1,excellent,365,365,0,27.784,14.5672,20.6296,13.2168,65.312,0.864890685,292.8,125,0.342465753,12.62325581,-2.975193798,3.793023256,15.59844961,50.53488372,0.45015889,70.6,129,0.353424658,130,254
,,2016,140430,,,,1,excellent,366,366,0,27.0344,15.3712,20.4968,11.6632,72.664,0.651556563,631.7,125,0.341530055,12.23488372,-3.615503876,3.344186047,15.8503876,46.65891473,0.483382475,52.6,129,0.352459016,130,254
,,2017,140430,,,,1,excellent,365,365,0,28.5624,15.5504,21.3976,13.012,69.92,0.782869091,403.1,125,0.342465753,12.22713178,-2.662015504,3.979844961,14.88914729,51.27906977,0.458229793,78.2,129,0.353424658,130,254
,,2018,140430,,,,1,excellent,365,365,0,28.8104,16.5208,22.2336,12.2896,67.784,0.86448013,343.6,125,0.342465753,12.85736434,-2.75503876,4.148062016,15.6124031,50.34108527,0.497102826,50.3,129,0.353424658,130,254
,,2019,140430,,,,1,excellent,365,365,0,29.608,15.6312,22.3712,13.9768,57.176,1.176949491,247.3,125,0.342465753,12.26821705,-3.684496124,3.465891473,15.95271318,47.46511628,0.491268637,45.6,129,0.353424658,130,254
,,2020,140430,,,,1,excellent,366,366,0,27.16066111,14.88242222,20.62707,12.27823889,68.14290667,0.783913787,347.4983075,125,0.341530055,12.12000969,-1.86124031,4.646647287,13.98125,55.21963824,0.491945205,138.2,129,0.352459016,130,254
,,2021,140430,,,,1,excellent,365,365,0,28.52456209,14.51677602,20.61738411,14.00778607,69.05786667,0.765701555,431.2937997,125,0.342465753,13.24081807,-3.432928067,3.913214998,16.67374614,49.42027132,0.451897797,600.024183,129,0.353424658,130,254
,,2022,140430,,,,1,excellent,365,365,0,27.3768,15.12022222,20.97644444,12.25657778,68.9783,0.811001029,330.1721429,125,0.342465753,11.56723786,-2.138025296,4.26001632,13.70526316,53.89137597,0.479922754,34.55920635,129,0.353424658,130,254
14,沁源县,1980,140431,6266.698,22285,3.556099241,1,excellent,366,366,0,26.5784,13.1152,19.4328,13.4632,69.336,0.705889169,411.1,125,0.341530055,9.589922481,-5.523255814,1.078294574,15.11317829,51.35658915,0.373944454,60.4,129,0.352459016,130,254
14,沁源县,1981,140431,6333.365,25175,3.974980125,1,excellent,365,365,0,26.8224,14.52,20.2984,12.3024,66.688,0.795978595,510.8,125,0.342465753,11.33255814,-4.814728682,2.553488372,16.14728682,46.97674419,0.463986519,67,129,0.353424658,130,254
14,沁源县,1982,140431,6466.699,26255,4.060031246,1,excellent,365,365,0,26.6848,13.7376,19.7488,12.9472,67.568,0.764620622,419.7,125,0.342465753,10.9503876,-3.743410853,2.717829457,14.69379845,54.3255814,0.395968012,55.3,129,0.353424658,130,254
14,沁源县,1983,140431,6533.366,26330,4.03008189,1,excellent,365,365,0,26.2784,14.0808,19.6568,12.1976,71.776,0.673333654,435.3,125,0.342465753,10.15581395,-5.058914729,1.617829457,15.21472868,49.79844961,0.386501694,60.8,129,0.353424658,130,254
14,沁源县,1984,140431,6400.032,24990,3.904667977,1,excellent,366,366,0,25.6024,13.952,19.208,11.6504,74.816,0.573413854,372.6,125,0.341530055,8.863565891,-5.537209302,0.759689922,14.40077519,50.45736434,0.357876143,47.3,129,0.352459016,130,254
14,沁源县,1985,140431,5866.696,22880,3.8999805,1,excellent,365,365,0,26.4304,14.5816,19.8464,11.8488,75.552,0.581954069,427.9,125,0.342465753,9.172093023,-4.328682171,1.637209302,13.50077519,60.04651163,0.358055642,47.9,129,0.353424658,130,254
14,沁源县,1986,140431,5866.696,12843,2.189136782,1,excellent,365,365,0,27.6272,13.5552,19.8192,14.072,66.928,0.791835213,242.5,125,0.342465753,10.62868217,-5.57751938,1.575968992,16.20620155,47.2248062,0.407251702,30.8,129,0.353424658,130,254
14,沁源县,1987,140431,,,,1,excellent,365,365,0,26.8776,13.5048,19.5032,13.3728,70.696,0.671509676,410.7,125,0.342465753,11.04728682,-3.659689922,2.649612403,14.70697674,57.89147287,0.357705217,76.1,129,0.353424658,130,254
14,沁源县,1988,140431,5873.3627,18580,3.163434807,1,excellent,366,366,0,25.8656,14.2176,19.4336,11.648,76.712,0.530755461,580,125,0.341530055,9.517829457,-5.004651163,1.395348837,14.52248062,52.42635659,0.382990984,54.5,129,0.352459016,130,254
14,沁源县,1989,140431,5980.0299,25137,4.203490688,1,excellent,365,365,0,25.9112,13.5704,19.1264,12.3408,74.728,0.557605047,652.7,125,0.342465753,9.41627907,-4.027906977,1.992248062,13.44418605,61.92248062,0.346808826,66,129,0.353424658,130,254
14,沁源县,1990,140431,6093.3638,27591,4.528040817,1,excellent,365,365,0,26.736,13.8728,19.7216,12.8632,75.832,0.562025028,411.5,125,0.342465753,8.996124031,-3.487596899,1.910852713,12.48372093,68.57364341,0.263219947,203.5,129,0.353424658,130,254
14,沁源县,1991,140431,6366.6985,29096,4.570029506,1,excellent,365,365,0,27.3768,13.6464,19.7912,13.7304,71.416,0.665368197,314,125,0.342465753,9.998449612,-3.968217054,1.891472868,13.96666667,60.31007752,0.298463373,97.6,129,0.353424658,130,254
14,沁源县,1992,140431,6470,28749,4.443431221,1,excellent,366,366,0,27.0968,13.3576,19.556,13.7392,69.696,0.699264633,269,125,0.341530055,11.11705426,-4.859689922,2.11627907,15.97674419,52.75193798,0.389740336,70.2,129,0.352459016,130,254
14,沁源县,1993,140431,6353.3651,30078,4.734184094,1,excellent,365,365,0,26.1016,13.176,18.8848,12.9256,77.776,0.495592244,484.4,125,0.342465753,10.87906977,-4.724806202,2.075968992,15.60387597,55.91472868,0.382637326,44.8,129,0.353424658,130,254
14,沁源县,1994,140431,6530,31594,4.838284839,1,excellent,365,365,0,27.9288,14.6328,20.6224,13.296,73.368,0.633447169,257.3,125,0.342465753,10.84263566,-4.379069767,2.243410853,15.22170543,55.8372093,0.351386236,131,129,0.353424658,130,254
14,沁源县,1995,140431,7320,34631,4.731010929,1,excellent,365,365,0,27.2568,14.5632,20.3408,12.6936,70.64,0.709300885,630.9,125,0.342465753,11.52713178,-5.451162791,2.114728682,16.97829457,47.40310078,0.441030937,28.5,129,0.353424658,130,254
14,沁源县,1996,140431,7920,39851,5.031691919,1,excellent,366,366,0,25.9368,14.1952,19.3184,11.7416,73.848,0.584025636,375.5,125,0.341530055,9.255813953,-5.582945736,0.943410853,14.83875969,47.6744186,0.367653884,68,129,0.352459016,130,254
14,沁源县,1997,140431,8280,43033,5.197222222,1,excellent,365,365,0,28.7992,13.8704,20.848,14.9288,61.976,0.934897055,185.9,125,0.342465753,11.3875969,-3.231782946,3.049612403,14.61937984,57.86046512,0.349573072,99.5,129,0.353424658,130,254
14,沁源县,1998,140431,8320,44900,5.396634615,1,excellent,365,365,0,27.036,14.1192,19.8936,12.9168,74.488,0.602537065,405.7,125,0.342465753,11.2,-2.999224806,3.169767442,14.19922481,58.03875969,0.371479805,110.1,129,0.353424658,130,254
14,沁源县,1999,140431,8320,44562,5.356009615,1,excellent,365,365,0,27.8088,14.7744,20.6424,13.0344,70.184,0.729785686,351.1,125,0.342465753,12.74186047,-3.710852713,3.652713178,16.45271318,41,0.49326595,51.2,129,0.353424658,130,254
14,沁源县,2000,140431,7950,33597,4.226037736,1,excellent,366,366,0,27.1456,14.5064,20.2272,12.6392,68.304,0.750941522,272.7,125,0.341530055,10.86976744,-5.378294574,2.134883721,16.24806202,48.27906977,0.491137972,28.4,129,0.352459016,130,254
14,沁源县,2001,140431,7880,38375,4.869923858,1,excellent,365,365,0,27.828,14.0224,20.2184,13.8056,66.216,0.816388016,353.9,125,0.342465753,11.20077519,-3.67751938,2.872093023,14.87829457,54.74418605,0.40917227,63.9,129,0.353424658,130,254
14,沁源县,2002,140431,7580,40539,5.348153034,1,excellent,365,365,0,27.3336,14.744,20.1096,12.5896,74.968,0.60293488,355.8,125,0.342465753,12.78062016,-2.451937984,4.204651163,15.23255814,52.40310078,0.430013231,75.5,129,0.353424658,130,254
14,沁源县,2003,140431,2210,8079,3.655656109,1,excellent,365,365,0,25.3784,14.2208,19.28,11.1576,76.504,0.529198447,554.2,125,0.342465753,10.20930233,-3.103875969,2.585271318,13.31317829,65.86046512,0.295255441,110.6,129,0.353424658,130,254
14,沁源县,2004,140431,8470,48596,5.73742621,1,excellent,366,366,0,25.9328,14.0584,19.1008,11.8744,76.304,0.52908966,331.2,125,0.341530055,12.58604651,-4.001550388,3.124031008,16.5875969,52.10077519,0.426059648,49.5,129,0.352459016,130,254
14,沁源县,2005,140431,8450,47283,5.595621302,1,excellent,365,365,0,28.632,14.4632,20.68,14.1688,65.112,0.873253859,290.2,125,0.342465753,10.91007752,-5.134883721,1.992248062,16.04496124,54.57364341,0.433904367,25.2,129,0.353424658,130,254
14,沁源县,2006,140431,8130,50162,6.1699877,1,excellent,365,365,0,27.18,14.8032,20.2288,12.3768,68.392,0.757748948,334.5,125,0.342465753,11.95348837,-3.127131783,3.563565891,15.08062016,52.20155039,0.468210088,57.3,129,0.353424658,130,254
14,沁源县,2007,140431,8710,51150,5.872560276,1,excellent,365,365,0,27.6792,14.7208,20.4032,12.9584,65.328,0.8452684,630.2,125,0.342465753,12.49457364,-3.479069767,3.59379845,15.97364341,50.68217054,0.483947096,80.7,129,0.353424658,130,254
14,沁源县,2008,140431,9724,53569,5.508946935,1,excellent,366,366,0,27.3776,14.0616,19.8432,13.316,66.072,0.787844126,296.5,125,0.341530055,10.04031008,-4.765116279,1.714728682,14.80542636,58.11627907,0.365792929,141.5,129,0.352459016,130,254
14,沁源县,2009,140431,8596,51314,5.969520707,1,excellent,365,365,0,27.9664,14.8152,20.6304,13.1512,62.56,0.954827044,276.5,125,0.342465753,13.0875969,-2.413953488,4.223255814,15.50155039,50.41860465,0.47592032,70,129,0.353424658,130,254
14,沁源县,2010,140431,8568,53912.9,6.292355275,1,excellent,365,365,0,27.3008,14.9704,20.2832,12.3304,65.312,0.844003244,378.3,125,0.342465753,10.58604651,-3.780620155,2.410077519,14.36666667,51.31007752,0.414467638,62.6,129,0.353424658,130,254
14,沁源县,2011,140431,8581,52837.2,6.157464165,1,excellent,365,365,0,26.6728,14.3392,19.6408,12.3336,65.04,0.813111361,499.6,125,0.342465753,10.36046512,-6.209302326,1.136434109,16.56976744,42.72093023,0.476647376,72,129,0.353424658,130,254
,,2012,140431,,,,1,excellent,366,366,0,26.8568,14.2624,19.7456,12.5944,65.472,0.789853994,425.7,125,0.341530055,10.53178295,-4.073643411,2.175193798,14.60542636,51.72868217,0.41867295,63.9,129,0.352459016,130,254
,,2013,140431,,,,1,excellent,365,365,0,28.088,15.1248,20.7248,12.9632,64.864,0.857157266,550.2,125,0.342465753,13.30620155,-3.789922481,3.545736434,17.09612403,45.64341085,0.507538321,44.6,129,0.353424658,130,254
,,2014,140431,,,,1,excellent,365,365,0,26.9832,13.6304,19.3912,13.3528,69.168,0.700856324,551.6,125,0.342465753,12.44728682,-2.93255814,3.520930233,15.37984496,55.68217054,0.387916681,96.2,129,0.353424658,130,254
,,2015,140431,,,,1,excellent,365,365,0,27.3984,13.492,19.4856,13.9064,68.224,0.732632326,345.3,125,0.342465753,12.55348837,-3.295348837,3.357364341,15.84883721,53.90697674,0.39154972,88.6,129,0.353424658,130,254
,,2016,140431,,,,1,excellent,366,366,0,26.9024,14.5808,19.696,12.3216,75.024,0.562112475,501.2,125,0.341530055,12.15891473,-4.49379845,2.715503876,16.65271318,49.43410853,0.429142377,48.8,129,0.352459016,130,254
,,2017,140431,,,,1,excellent,365,365,0,28.132,14.588,20.2472,13.544,71.424,0.685845964,691.1,125,0.342465753,12.21782946,-3.439534884,3.326356589,15.65736434,52.81395349,0.410605971,77.8,129,0.353424658,130,254
,,2018,140431,,,,1,excellent,365,365,0,28.532,15.5752,21.1064,12.9568,69.312,0.763872269,303.3,125,0.342465753,12.74108527,-3.633333333,3.262790698,16.3744186,55.15503876,0.409653289,51.3,129,0.353424658,130,254
,,2019,140431,,,,1,excellent,365,365,0,28.9424,14.324,20.7464,14.6184,61.616,0.94669362,308.7,125,0.342465753,12.4875969,-3.929457364,3.114728682,16.41705426,49.72868217,0.440025251,63.9,129,0.353424658,130,254
,,2020,140431,,,,1,excellent,366,366,0,27.58996429,14.09123571,19.9312,13.49872857,68.19608889,0.733466373,463.3683292,125,0.341530055,12.87160853,-3.028343023,3.899806202,15.89995155,57.92739018,0.411986132,129.1,129,0.352459016,130,254
,,2021,140431,,,,1,excellent,365,365,0,27.00505714,12.29717143,18.76677519,14.70788571,70.44916095,0.643039067,396.9611494,125,0.342465753,11.85338583,-4.740727411,2.405184602,16.59411324,51.7451938,0.380663553,76.79063218,129,0.353424658,130,254
,,2022,140431,,,,1,excellent,365,365,0,27.9496,13.81882857,20.13334286,14.13077143,73.9068,0.624976187,362.4203448,125,0.342465753,12.11913068,-4.644795127,2.605094131,16.7639258,61.0020155,0.342802532,62.56597701,129,0.353424658,130,254
14,潞城市,1980,140481,8133.374,28130,3.458589264,1,excellent,366,366,0,26.708,13.9672,20.2392,12.7408,70.232,0.727425712,418.6,125,0.341530055,9.075968992,-5.507751938,1.237984496,14.58372093,50.65891473,0.385144372,60.9,129,0.352459016,130,254
14,潞城市,1981,140481,8000.04,18220,2.277488613,1,excellent,365,365,0,27.1096,14.6648,20.9768,12.4448,64.504,0.896542858,305,125,0.342465753,11.11627907,-4.628682171,3.026356589,15.74496124,45.24806202,0.509780182,35,129,0.353424658,130,254
14,潞城市,1982,140481,7733.372,22035,2.849339202,1,excellent,365,365,0,26.8344,14.1296,20.488,12.7048,68.448,0.795150624,548.7,125,0.342465753,10.90930233,-4.358139535,3.013953488,15.26744186,54.0620155,0.428944389,46.2,129,0.353424658,130,254
14,潞城市,1983,140481,7066.702,20415,2.88890065,1,excellent,365,365,0,26.7712,14.0936,20.452,12.6776,70.504,0.73923491,302.1,125,0.342465753,10.18217054,-5.010852713,2.16744186,15.19302326,48.28682171,0.409050842,76.6,129,0.353424658,130,254
14,潞城市,1984,140481,6933.368,27465,3.961278271,1,excellent,366,366,0,25.9744,14.664,19.988,11.3104,73.688,0.635480396,343.1,125,0.341530055,8.671317829,-5.597674419,0.954263566,14.26899225,45.35658915,0.396316465,34.2,129,0.352459016,130,254
14,潞城市,1985,140481,6400.032,27910,4.360915695,1,excellent,365,365,0,26.7024,15.2928,20.5992,11.4096,74.8,0.635918585,350.9,125,0.342465753,8.631782946,-4.03255814,1.84496124,12.66434109,60.7751938,0.374645631,43.7,129,0.353424658,130,254
14,潞城市,1986,140481,6466.699,11871,1.835712471,1,excellent,365,365,0,28.0688,14.148,20.9168,13.9208,65,0.906864838,229.2,125,0.342465753,10.66976744,-4.512403101,2.29379845,15.18217054,43.76744186,0.449290634,40.6,129,0.353424658,130,254
14,潞城市,1987,140481,6600.033,21064,3.191499194,1,excellent,365,365,0,27.1584,14.3832,20.5008,12.7752,69.808,0.737945615,338.7,125,0.342465753,10.35348837,-3.473643411,2.807751938,13.82713178,57.72093023,0.370073261,67.2,129,0.353424658,130,254
14,潞城市,1988,140481,6740.0337,26324,3.905618454,1,excellent,366,366,0,26.2672,15.5224,20.612,10.7448,73.456,0.665607769,417.5,125,0.341530055,9.303100775,-4.334108527,1.898449612,13.6372093,46.86821705,0.440841472,43.5,129,0.352459016,130,254
14,潞城市,1989,140481,6773.3672,38553,5.691851462,1,excellent,365,365,0,25.9472,14.5856,20.1192,11.3616,72.344,0.662608122,348,125,0.342465753,8.865116279,-3.017829457,2.682945736,11.88294574,59.18604651,0.37724899,67.9,129,0.353424658,130,254
14,潞城市,1990,140481,7106.7022,44952,6.325296704,1,excellent,365,365,0,27.1024,15.1744,20.5976,11.928,72.688,0.673137861,363.6,125,0.342465753,8.252713178,-2.613178295,2.412403101,10.86589147,68.34108527,0.294121974,140.2,129,0.353424658,130,254
14,潞城市,1991,140481,7573.3712,35143,4.640337714,1,excellent,365,365,0,27.6656,14.752,20.86,12.9136,69.576,0.767077787,293.3,125,0.342465753,9.769767442,-3.469767442,2.230232558,13.23953488,58.54263566,0.333528363,85.2,129,0.353424658,130,254
14,潞城市,1992,140481,7710,36903,4.786381323,1,excellent,366,366,0,27.1656,14.9584,20.7344,12.2072,63.6,0.918613194,273.6,125,0.341530055,11.0620155,-4.101550388,2.909302326,15.16356589,48.72868217,0.459170595,42.2,129,0.352459016,130,254
14,潞城市,1993,140481,7580.0379,60141,7.934129195,1,excellent,365,365,0,25.7256,14.5808,19.6712,11.1448,72.816,0.655797699,622,125,0.342465753,10.34108527,-3.508527132,2.800775194,13.8496124,52.11627907,0.444460135,41.9,129,0.353424658,130,254
14,潞城市,1994,140481,7600,48231,6.346184211,1,excellent,365,365,0,27.8176,15.684,21.628,12.1336,69.808,0.766994235,250.2,125,0.342465753,10.46899225,-2.665116279,3.125581395,13.13410853,53.6124031,0.400062971,146.3,129,0.353424658,130,254
14,潞城市,1995,140481,10390,80893,7.785659288,1,excellent,365,365,0,26.86,15.4296,20.78,11.4304,73.488,0.668032084,325.3,125,0.342465753,11.3,-3.947286822,3.107751938,15.24728682,43.04651163,0.497340158,45.3,129,0.353424658,130,254
14,潞城市,1996,140481,11340,91425,8.062169312,1,excellent,366,366,0,26.0416,15.0848,20.224,10.9568,74.256,0.627813428,370.6,125,0.341530055,9.049612403,-4.439534884,1.733333333,13.48914729,49.3875969,0.393293851,54.3,129,0.352459016,130,254
14,潞城市,1997,140481,10370,60447,5.829026037,1,excellent,365,365,0,29.2544,15.08,22.0136,14.1744,61.504,1.020680332,156.4,125,0.342465753,11.05503876,-2.340310078,3.61627907,13.39534884,62.1627907,0.348451361,93.7,129,0.353424658,130,254
14,潞城市,1998,140481,9980,90919,9.11012024,1,excellent,365,365,0,27.4032,15.8376,21.012,11.5656,73.12,0.683269282,436.2,125,0.342465753,10.61550388,-1.77751938,3.770542636,12.39302326,58.57364341,0.387426227,118.2,129,0.353424658,130,254
14,潞城市,1999,140481,10590,84243,7.954957507,1,excellent,365,365,0,27.9968,15.868,21.5024,12.1288,70.256,0.785016302,347.6,125,0.342465753,12.48527132,-1.933333333,4.510077519,14.41860465,44.3255814,0.496399957,58.6,129,0.353424658,130,254
14,潞城市,2000,140481,9220,60333,6.543709328,1,excellent,366,366,0,27.5336,15.856,21.1824,11.6776,69.112,0.788548718,371.4,125,0.341530055,10.55271318,-3.481395349,3.003875969,14.03410853,49.37984496,0.52228646,33.6,129,0.352459016,130,254
14,潞城市,2001,140481,10360,69423,6.701061776,1,excellent,365,365,0,28.2192,15.4544,21.4992,12.7648,64.648,0.929023866,418.2,125,0.342465753,11.10852713,-2.273643411,3.604651163,13.38217054,52.86046512,0.457311362,56,129,0.353424658,130,254
14,潞城市,2002,140481,10090,81433,8.070664024,1,excellent,365,365,0,26.7664,15.5032,20.8032,11.2632,72.112,0.723178403,310.1,125,0.342465753,12.50077519,-0.76124031,5.168992248,13.2620155,48.6124031,0.48749557,85.8,129,0.353424658,130,254
14,潞城市,2003,140481,3730,10116,2.712064343,1,excellent,365,365,0,25.4888,15.1056,20.1904,10.3832,74.736,0.621129744,511.9,125,0.342465753,9.540310078,-1.531782946,3.389922481,11.07209302,61.73643411,0.355933312,66.7,129,0.353424658,130,254
14,潞城市,2004,140481,13930,99349,7.132017229,1,excellent,366,366,0,25.832,14.8256,19.9544,11.0064,72.048,0.665338966,341,125,0.341530055,12.17674419,-1.955813953,4.576744186,14.13255814,44.51937984,0.522664036,37,129,0.352459016,130,254
14,潞城市,2005,140481,14490,73245,5.054865424,1,excellent,365,365,0,28,15.3816,21.3952,12.6184,68.744,0.836628061,252.4,125,0.342465753,10.05503876,-3.42248062,2.782170543,13.47751938,54.69767442,0.462251465,29.4,129,0.353424658,130,254
14,潞城市,2006,140481,14220,94989,6.679957806,1,excellent,365,365,0,26.3176,15.5248,20.4992,10.7928,74.968,0.619388679,497.6,125,0.342465753,11.5372093,-1.296124031,4.558914729,12.83333333,55.03875969,0.485491694,62.1,129,0.353424658,130,254
14,潞城市,2007,140481,14990,91154,6.080987325,1,excellent,365,365,0,26.96,15.6728,20.9952,11.2872,69.096,0.791467232,310.8,125,0.342465753,11.72093023,-1.439534884,4.478294574,13.16046512,56.87596899,0.452414521,67.1,129,0.353424658,130,254
14,潞城市,2008,140481,15125,85825,5.674380165,1,excellent,366,366,0,26.7832,15.2416,20.6424,11.5416,68.512,0.768364065,241.1,125,0.341530055,9.779069767,-2.296899225,3.113953488,12.07596899,56.48837209,0.418498319,83.9,129,0.352459016,130,254
14,潞城市,2009,140481,14605,73854,5.056761383,1,excellent,365,365,0,26.9816,15.4744,20.9336,11.5072,64.624,0.941915585,334.3,125,0.342465753,11.79069767,-1.280620155,4.564341085,13.07131783,52.02325581,0.471191369,84.3,129,0.353424658,130,254
14,潞城市,2010,140481,14774.9,101111.1,6.843437181,1,excellent,365,365,0,27.0536,16.5208,21.2536,10.5328,69.296,0.804851295,350.7,125,0.342465753,9.490697674,-2.39379845,2.78828125,11.88449612,54.78125,0.405913729,78.8,129,0.353424658,130,254
14,潞城市,2011,140481,15135.1,109731.4,7.250127188,1,excellent,365,365,0,26.4904,15.5584,20.6488,10.932,68.816,0.795666282,364.9,125,0.342465753,9.855813953,-3.884496124,2.52734375,13.74031008,42.3515625,0.525893568,67.9,129,0.353424658,130,254
,,2012,140481,,,,1,excellent,366,366,0,26.6976,15.5392,20.864,11.1584,74.744,0.634394217,380.7,125,0.341530055,9.862790698,-2.437209302,3.084496124,12.3,55.11627907,0.42309688,59.9,129,0.352459016,130,254
,,2013,140481,,,,1,excellent,365,365,0,27.6464,16.4296,21.6336,11.2168,69.408,0.812031355,553.3,125,0.342465753,12.30620155,-2.000775194,4.237209302,14.30697674,53.68217054,0.482221208,40.8,129,0.353424658,130,254
,,2014,140481,,,,1,excellent,365,365,0,27.3624,15.0352,20.796,12.3272,64.112,0.903568496,296.1,125,0.342465753,12.14263566,-1.202325581,4.780620155,13.34496124,55.37209302,0.445510556,70.2,129,0.353424658,130,254
,,2015,140481,,,,1,excellent,365,365,0,27.1528,14.8528,20.5504,12.3,64.832,0.871954871,324.8,125,0.342465753,11.93023256,-1.408527132,4.485271318,13.33875969,50.39534884,0.462024581,108.5,129,0.353424658,130,254
,,2016,140481,,,,1,excellent,366,366,0,26.5392,15.224,20.3552,11.3152,73.048,0.640448474,571.6,125,0.341530055,11.33565891,-2.315503876,3.957364341,13.65116279,46.00775194,0.502823524,69.5,129,0.352459016,130,254
,,2017,140481,,,,1,excellent,365,365,0,27.8672,15.5016,21.096,12.3656,70.464,0.754248506,467.5,125,0.342465753,11.57286822,-1.580620155,4.336434109,13.15348837,53.82945736,0.444909948,57,129,0.353424658,130,254
,,2018,140481,,,,1,excellent,365,365,0,27.9136,16.4664,21.9056,11.4472,68.784,0.827574609,352.9,125,0.342465753,12.04883721,-1.806976744,4.40620155,13.85581395,51.15503876,0.488562356,65.4,129,0.353424658,130,254
,,2019,140481,,,,1,excellent,365,365,0,28.8824,15.4512,21.8496,13.4312,59.856,1.074402316,213.3,125,0.342465753,11.51860465,-2.568992248,3.818604651,14.0875969,48.57364341,0.482907053,102.2,129,0.353424658,130,254
,,2020,140481,,,,1,excellent,366,366,0,27.72842742,15.47547043,21.19348118,12.25295699,66.64274194,0.856345567,401.832967,125,0.341530055,12.36130491,-1.405167959,4.929821471,13.76647287,55.79567183,0.490424643,132.1071429,129,0.352459016,130,254
,,2021,140481,,,,1,excellent,365,365,0,28.8644,15.82913333,21.50917489,13.03526667,70.2814,0.783838266,484.828022,125,0.342465753,13.70919662,-1.275064599,5.403061624,14.98426122,47.71156331,0.528033579,233.8252747,129,0.353424658,130,254
,,2022,140481,,,,1,excellent,365,365,0,27.55693333,17.16986667,21.70733333,10.38706667,67.26272,0.898797616,341.2730769,125,0.342465753,11.23307494,0.13875969,4.900645995,11.09431525,54.83596899,0.484841371,73.61483516,129,0.353424658,130,254
14,沁水县,1980,140521,10533.386,40720,3.865803456,1,excellent,366,366,0,26.4608,15.2312,20.5224,11.2296,68.64,0.774019792,495,125,0.341530055,8.953488372,-2.440310078,2.488372093,11.39379845,49.39534884,0.407809454,74.6,129,0.352459016,130,254
14,沁水县,1981,140521,10666.72,21780,2.041864791,1,excellent,365,365,0,27.1736,16.3896,21.576,10.784,64.136,0.942985144,353,125,0.342465753,11.1744186,-0.868217054,4.493023256,12.04263566,47.0620155,0.522323091,54.7,129,0.353424658,130,254
14,沁水县,1982,140521,10533.386,28290,2.685746065,1,excellent,365,365,0,26.5664,15.444,20.7736,11.1224,68.696,0.798611575,754.9,125,0.342465753,10.98294574,-1.004651163,4.19379845,11.9875969,54.82945736,0.435282088,63.4,129,0.353424658,130,254
