Year,CODE,True_Value_Log,Fitted_Value_Log,Residual_Log,True_Value_Original,Fitted_Value_Original,Residual_Original,Standardized_Residual,Absolute_Error_Log,Absolute_Error_Original,Squared_Error_Log,Squared_Error_Original,Leverage,Cooks_Distance,Relative_Error_Original,Percentage_Error_Original
2001,140105,8.735437885138072,8.633363273634682,0.10207461150339014,6219.457013999995,5615.934450032014,603.5225639679811,0.3621963052052069,0.10207461150339014,603.5225639679811,0.010419226313568028,364239.4852184859,0.04685986032375903,3.1268488358031815e-05,0.09703782221011449,9.70378222101145
2002,140105,8.893599229327997,8.804880072514669,0.08871915681332787,7285.193133000001,6666.698724388079,618.4944086119212,0.31480649620343126,0.08871915681332787,618.4944086119212,0.00787108878566786,382535.3334842102,0.04688254594815813,2.3633992741486007e-05,0.0848974621977151,8.48974621977151
2003,140105,9.037728226917705,8.861936585744745,0.1757916411729603,8414.639174999995,7058.138207647414,1356.500967352581,0.6237700245049776,0.1757916411729603,1356.500967352581,0.030902701106282834,1840094.874428488,0.04747274503894562,9.407406443352643e-05,0.16120726499868984,16.120726499868983
2004,140105,8.926386028102778,8.820067584924436,0.10631844317834194,7528.010138999996,6768.722073380556,759.2880656194402,0.3772548994035234,0.10631844317834194,759.2880656194402,0.011303611359866322,576518.3665921113,0.04635529986133271,3.3521802026126616e-05,0.1008617219689747,10.086172196897468
2005,140105,8.8806502058944,8.680031104210812,0.20061910168358743,7191.465148999998,5884.229612808126,1307.2355361918717,0.7118665093422348,0.20061910168358743,1307.2355361918717,0.040248023960329594,1708864.7470828502,0.047123628162930226,0.00012153297000251516,0.18177596763764448,18.17759676376445
2006,140105,8.977768908360718,8.794277587326203,0.1834913210345146,7924.931129000004,6596.388539896818,1328.5425891031864,0.6510911727909575,0.1834913210345146,1328.5425891031864,0.0336690648949913,1765025.411060998,0.04645581441822351,0.00010008602292026724,0.16764090027755568,16.764090027755568
2007,140105,8.916788247899841,8.766321113085857,0.15046713481398477,7456.103576000007,6414.530670340928,1041.572905659079,0.5339098477257395,0.15046713481398477,1041.572905659079,0.022640358659129868,1084874.1178030965,0.04593679876932917,6.647734759169068e-05,0.1396939963403585,13.96939963403585
2008,140105,8.953992018096798,8.764457020055383,0.18953499804141494,7738.723404,6402.584526245809,1336.1388777541915,0.6725362456598389,0.18953499804141494,1336.1388777541915,0.03592351548255916,1785267.1006462304,0.04566715490405163,0.00010480137666791183,0.1726562390204522,17.26562390204522
2009,140105,8.95399874566957,8.75964296801904,0.19435577765053047,7738.775466999997,6371.83622251935,1366.9392444806472,0.6896420522547753,0.19435577765053047,1366.9392444806472,0.03777416830614244,1868522.8981013226,0.04824536622369764,0.00011705351578477037,0.1766350826832495,17.66350826832495
2010,140105,8.887901080766587,8.74681032528092,0.14109075548566707,7243.799067000002,6290.591134214328,953.2079327856736,0.5006391852279806,0.14109075548566707,953.2079327856736,0.019906601283516293,908605.3631255373,0.0468170326845775,5.9680492666241446e-05,0.1315895048950387,13.158950489503871
