Year,CODE,True_Value_Log,Fitted_Value_Log,Residual_Log,True_Value_Original,Fitted_Value_Original,Residual_Original,Standardized_Residual,Absolute_Error_Log,Absolute_Error_Original,Squared_Error_Log,Squared_Error_Original,Leverage,Cooks_Distance,Relative_Error_Original,Percentage_Error_Original
1984,140105,8.710433983451262,8.702431254177615,0.008002729273647091,6065.874405999997,6017.524578651629,48.34982734836831,0.023795968039215604,0.008002729273647091,48.34982734836831,6.40436758272881e-05,2337.705804617024,0.060471022977366014,1.823934956003059e-07,0.007970792685806942,0.7970792685806941
1985,140105,8.748080647551607,8.831300081709186,-0.08321943415757893,6298.587289999995,6845.180326963782,-546.5930369637872,-0.24745145409034655,0.08321943415757893,546.5930369637872,0.006925474221507615,298763.94805729605,0.059633902781406116,1.941578537353257e-05,-0.08678025909581188,-8.678025909581189
1986,140105,8.753033576508946,8.589789779747015,0.16324379676193068,6329.861129999997,5376.48331092061,953.3778190793864,0.485402421788636,0.16324379676193068,953.3778190793864,0.026648537181250532,908929.2659125673,0.06085487098682758,7.643802172769377e-05,0.15061591391964502,15.061591391964502
1987,140105,8.608286229565332,8.801945516099991,-0.19365928653465936,5476.854558999998,6647.163598365484,-1170.3090393654866,-0.5758423202008309,0.19365928653465936,1170.3090393654866,0.037503919261113294,1369623.247620568,0.06049010208349562,0.00010684750657489298,-0.2136826944659947,-21.36826944659947
1988,140105,8.794087968951125,9.053861583657001,-0.25977361470587645,6595.137862000001,8551.496566720996,-1956.3587047209949,-0.772432056814464,0.25977361470587645,1956.3587047209949,0.06748233089735715,3827339.381537609,0.06016717461006709,0.00019109732730520845,-0.29663651399816554,-29.663651399816555
1989,140105,8.92425005760507,8.852969149388842,0.07128090821622735,7511.947692000004,6995.127745879843,516.8199461201611,0.21195246717956223,0.07128090821622735,516.8199461201611,0.005080967876130227,267102.8567076463,0.05944255321586883,1.4193169550790658e-05,0.06879972642388853,6.879972642388853
1990,140105,9.015020504377956,8.888641800989783,0.12637870338817336,8225.71502,7249.1666831671955,976.5483368328041,0.3757847459073123,0.12637870338817336,976.5483368328041,0.015971576670075902,953646.6541709158,0.059148428635097276,4.4366473703316293e-05,0.11871896053515409,11.871896053515409
1991,140105,8.784380802974155,8.758599735542829,0.025781067431326576,6531.427488000003,6365.192382176481,166.23510582352174,0.07665952897256079,0.025781067431326576,166.23510582352174,0.0006646634378986079,27634.11040815747,0.05893073487745753,1.8386819208923515e-06,0.025451573354973403,2.5451573354973402
1992,140105,8.93612723624948,8.842798019452275,0.09332921679720485,7601.700385999997,6924.339998600788,677.3603873992088,0.27751270648934456,0.09332921679720485,677.3603873992088,0.008710342707979664,458817.0944176062,0.059087049176378095,2.416767048307481e-05,0.08910643053581789,8.910643053581788
1993,140105,9.008482836653705,8.94214534482845,0.06633749182525506,8172.113433999997,7647.586178659502,524.5272553404948,0.19725330962696616,0.06633749182525506,524.5272553404948,0.004400662821665782,275128.8415950326,0.0599244020831889,1.2405160380553407e-05,0.06418501891545024,6.418501891545024
1994,140105,9.07770481465708,8.745972973801548,0.3317318408555323,8757.842071000008,6285.325903154122,2472.5161678458862,0.9863985163890118,0.3317318408555323,2472.5161678458862,0.11004601423740022,6113336.2002593065,0.0599877861834691,0.0003105820113818649,0.2823202505595723,28.232025055957234
1995,140105,8.968464001279688,8.98656068790037,-0.01809668662068198,7851.532394999999,7994.912556223568,-143.3801612235684,-0.05381016422228643,0.01809668662068198,143.3801612235684,0.00032749006664717015,20557.870632496466,0.05941318222817534,9.143012407281614e-07,-0.01826142388648559,-1.8261423886485588
1996,140105,8.919109515365449,9.206700007123997,-0.28759049175854834,7473.431290000003,9963.662532427472,-2490.2312424274687,-0.8551450281848562,0.28759049175854834,2490.2312424274687,0.08270829094992366,6201251.640761854,0.06067319448176772,0.00023643872859538658,-0.3332112313335348,-33.32112313335348
