Year,CODE,True_Value_Log,Fitted_Value_Log,Residual_Log,True_Value_Original,Fitted_Value_Original,Residual_Original,Standardized_Residual,Absolute_Error_Log,Absolute_Error_Original,Squared_Error_Log,Squared_Error_Original,Leverage,Cooks_Distance,Relative_Error_Original,Percentage_Error_Original
1980,140121,8.748079429499953,8.232248057285368,0.5158313722145849,6298.579618,3760.277576834728,2538.302041165272,2.3165217025141294,0.5158313722145849,2538.302041165272,0.26608200456078157,6442977.252183786,0.05143008547395772,0.003302408120778467,0.402995944341379,40.299594434137894
1981,140121,8.705539917202907,8.056611705358623,0.6489282118442841,6036.260141000002,3154.583347873491,2881.6767931265103,2.914239744002268,0.6489282118442841,2881.6767931265103,0.42110782412742004,8304061.140043889,0.05149049188155204,0.005233276241865049,0.47739440080677426,47.739440080677426
1982,140121,8.606657482716939,8.303669472831675,0.3029880098852633,5467.941410000002,4038.6650081992716,1429.2764018007306,1.3606739301013238,0.3029880098852633,1429.2764018007306,0.09180173413423241,2042831.0327444435,0.051446893222784645,0.0011397862756653623,0.26139204768851576,26.139204768851577
1983,140121,8.568572390853843,8.411945711085101,0.1566266797687419,5263.610045999998,4500.508687719405,763.1013582805926,0.7033870416204253,0.1566266797687419,763.1013582805926,0.02453191681538002,582323.6830096855,0.05355275964743614,0.0003184616980909204,0.14497680329881202,14.497680329881202
1984,140121,8.786997202364438,8.3260310676189,0.46096613474553827,6548.538685999997,4129.9933162769885,2418.5453697230087,2.070130109918699,0.46096613474553827,2418.5453697230087,0.21248977738224176,5849361.705408605,0.053252201454854264,0.0027412187013456397,0.369325965026911,36.9325965026911
1985,140121,8.618424830904,8.368829773576223,0.24959505732777743,5532.664643999996,4310.58874516961,1222.075898830386,1.1208941492987126,0.24959505732777743,1222.075898830386,0.0622976926424565,1493469.502502096,0.051524819346061616,0.0007747706917483392,0.2208837833964308,22.088378339643082
1986,140121,8.5769384816045,8.185483039009213,0.3914554425952872,5307.830604000005,3588.4765748475706,1719.3540291524346,1.7579679662485193,0.3914554425952872,1719.3540291524346,0.1532373635374722,2956178.277562711,0.05482281639303217,0.002041908332679031,0.3239278261549495,32.39278261549495
1987,140121,8.530703010855893,8.342413898919327,0.18828911193656594,5068.007446999999,4198.211578397243,869.795868602756,0.8455782987288313,0.18828911193656594,869.795868602756,0.03545278967386066,756544.8530384226,0.04975697084432633,0.0004242009615619537,0.1716248205431566,17.16248205431566
1988,140121,8.713868621697408,8.597938498562307,0.11593012313510087,6086.744310000001,5420.473751080693,666.2705589193083,0.5206248799188552,0.11593012313510087,666.2705589193083,0.01343979345011965,443916.4576826475,0.052595602577048615,0.00017100465122390533,0.10946255091160684,10.946255091160683
1989,140121,8.729842943228142,8.529404272180772,0.20043867104737068,6184.756677000001,5061.429702033238,1123.3269749667634,0.9001401553203092,0.20043867104737068,1123.3269749667634,0.04017566085123607,1261863.4926879795,0.04974309078234333,0.0004805630883428333,0.18162832163538697,18.1628321635387
