Year,CODE,True_Value_Log,Fitted_Value_Log,Residual_Log,True_Value_Original,Fitted_Value_Original,Residual_Original,Standardized_Residual,Absolute_Error_Log,Absolute_Error_Original,Squared_Error_Log,Squared_Error_Original,Leverage,Cooks_Distance,Relative_Error_Original,Percentage_Error_Original
1984,140105,8.710433983451262,8.759491746779732,-0.049057763328470116,6065.874405999997,6370.872738400577,-304.9983324005798,-0.12518985402368057,0.049057763328470116,304.9983324005798,0.0024066641427921876,93023.98276713456,0.026720236141773636,2.1279672312063144e-06,-0.05028101671523133,-5.0281016715231335
1985,140105,8.748080647551607,8.934284776111706,-0.1862041285600995,6298.587289999995,7587.707450730656,-1289.1201607306612,-0.4751718401217307,0.1862041285600995,1289.1201607306612,0.03467197749282606,1661830.7888022456,0.026221201614922484,3.005350414780533e-05,-0.2046681424543157,-20.466814245431568
1986,140105,8.753033576508946,8.508499686775874,0.24453388973307177,6329.861129999997,4956.7208730190905,1373.140256980906,0.6240227821752333,0.24453388973307177,1373.140256980906,0.05979682322798611,1885514.165341589,0.02694784220583117,5.334754173733951e-05,0.2169305500989572,21.69305500989572
1987,140105,8.608286229565332,8.600744469681915,0.007541759883416432,5476.854558999998,5435.704802833049,41.149756166948464,0.019245716780133464,0.007541759883416432,41.149756166948464,5.687814213910944e-05,1693.302432599313,0.02670837396621452,5.02679785597712e-08,0.007513392171301674,0.7513392171301674
1988,140105,8.794087968951125,9.02626246125478,-0.2321744923036544,6595.137862000001,8318.709896329274,-1723.5720343292724,-0.5924830001910948,0.2321744923036544,1723.5720343292724,0.05390499487645967,2970700.5575219463,0.026685072412843507,4.7596516706214636e-05,-0.26133980371512544,-26.133980371512543
1989,140105,8.92425005760507,8.72888161278494,0.19536844482012938,7511.947692000004,6178.813939047728,1333.1337529522762,0.4985581369477455,0.19536844482012938,1333.1337529522762,0.03816882923143594,1777245.6032606205,0.02626609456396846,3.314425805310015e-05,0.17746845526786922,17.746845526786924
1990,140105,9.015020504377956,8.802949110600926,0.21207139377703044,8225.71502,6653.8380038377245,1571.8770161622751,0.5411821703281242,0.21207139377703044,1571.8770161622751,0.044974276058532305,2470797.3539392175,0.025925707626026417,3.8520789635324416e-05,0.19109305541711744,19.109305541711745
1991,140105,8.784380802974155,8.782289607500148,0.002091195474006824,6531.427488000003,6517.783267736417,13.644220263586249,0.005336493928045944,0.002091195474006824,13.644220263586249,4.373098510506625e-06,186.1647466012576,0.02570601219825445,3.7121752320198828e-09,0.0020890104481224615,0.20890104481224614
1992,140105,8.93612723624948,8.720866728294165,0.21526050795531404,7601.700385999997,6129.489388368191,1472.210997631806,0.54932042840098,0.21526050795531404,1472.210997631806,0.04633708628517982,2167405.2215480376,0.02594446490853683,3.971829036709971e-05,0.19366864291878272,19.366864291878272
1993,140105,9.008482836653705,8.665849736198838,0.34263310045486683,8172.113433999997,5801.3720923238325,2370.7413416761647,0.8743608538046149,0.34263310045486683,2370.7413416761647,0.11739744152731486,5620414.509132502,0.026351174470237715,0.0001022912449405511,0.2901013747328468,29.01013747328468
